"Gene.stable.ID","HGNC.symbol"
"ENSMUSG00000109865","HSPA14"
"ENSMUSG00000027364","USP50"
"ENSMUSG00000038349","PLCL1"
"ENSMUSG00002075874","RNU6-1114P"
"ENSMUSG00000079112","FAM90A23P"
"ENSMUSG00000079112","FAM90A26"
"ENSMUSG00000079112","FAM90A14P"
"ENSMUSG00000055737","GHR"
"ENSMUSG00000100186","TAAR8"
"ENSMUSG00000026181","PPM1F"
"ENSMUSG00000007209","CEACAM21"
"ENSMUSG00000020061","MYBPC1"
"ENSMUSG00000074358","CCDC61"
"ENSMUSG00000001100","POLDIP2"
"ENSMUSG00000049739","ZNF646"
"ENSMUSG00000004451","RALB"
"ENSMUSG00000030330","ING4"
"ENSMUSG00000100079","IFNA5"
"ENSMUSG00000100079","IFNA21"
"ENSMUSG00000028264","SPACA1"
"ENSMUSG00000064289","TANK"
"ENSMUSG00000060181","SLC35E3"
"ENSMUSG00000033863","KLF9"
"ENSMUSG00000027375","MAL"
"ENSMUSG00000076478","TRBV23-1"
"ENSMUSG00000036745","TTLL7"
"ENSMUSG00000073572","SPINK9"
"ENSMUSG00000002797","GGCT"
"ENSMUSG00000093915","TRAV18"
"ENSMUSG00000030061","UBA3"
"ENSMUSG00000038797","ZSCAN2"
"ENSMUSG00000020330","HMMR"
"ENSMUSG00000019808","ADAT2"
"ENSMUSG00000118638","CXorf49B"
"ENSMUSG00000118638","CXorf49"
"ENSMUSG00000038622","MED30"
"ENSMUSG00000046240","HEPACAM"
"ENSMUSG00000037815","CTNNA1"
"ENSMUSG00000079705","SSX4B"
"ENSMUSG00000079705","SSX2"
"ENSMUSG00000021404","SERPINB9"
"ENSMUSG00000028973","ABCB8"
"ENSMUSG00000021224","NUMB"
"ENSMUSG00000030228","PIK3C2G"
"ENSMUSG00000021712","TRIM23"
"ENSMUSG00000058124","HLA-E"
"ENSMUSG00000033854","KCNK10"
"ENSMUSG00000032988","SLC16A8"
"ENSMUSG00000028532","CACHD1"
"ENSMUSG00000041556","FBXO2"
"ENSMUSG00000040219","TTC12"
"ENSMUSG00000064140","TRIM38"
"ENSMUSG00000039568","UBALD1"
"ENSMUSG00000094838","SPIN2A"
"ENSMUSG00000058756","THRA"
"ENSMUSG00000063142","KCNMA1"
"ENSMUSG00000031105","SLC25A14"
"ENSMUSG00000037364","SRRT"
"ENSMUSG00000025588","NAT1"
"ENSMUSG00000061119","PRCP"
"ENSMUSG00000045094","ARHGEF37"
"ENSMUSG00000060882","KCND2"
"ENSMUSG00000042606","HIRIP3"
"ENSMUSG00000069301","H2AC4"
"ENSMUSG00000036181","H1-2"
"ENSMUSG00000005718","TFAP4"
"ENSMUSG00000119638","RNU6-592P"
"ENSMUSG00000003849","NQO1"
"ENSMUSG00000035395","DCAF8L2"
"ENSMUSG00000039264","GIMAP1-GIMAP5"
"ENSMUSG00000067201","HLA-E"
"ENSMUSG00000036805","NOXA1"
"ENSMUSG00000056987","FAM71D"
"ENSMUSG00000020634","UBXN2A"
"ENSMUSG00000096276","PRAMEF18"
"ENSMUSG00000096276","PRAMEF2"
"ENSMUSG00000096276","PRAMEF4"
"ENSMUSG00000096276","PRAMEF13"
"ENSMUSG00000096276","PRAMEF10"
"ENSMUSG00000096276","PRAMEF11"
"ENSMUSG00000096276","PRAMEF1"
"ENSMUSG00000096276","PRAMEF6"
"ENSMUSG00000096276","PRAMEF5"
"ENSMUSG00000096276","PRAMEF33"
"ENSMUSG00000096276","PRAMEF7"
"ENSMUSG00000096276","PRAMEF8"
"ENSMUSG00000047557","LXN"
"ENSMUSG00000043102","QRFP"
"ENSMUSG00000093009","SNORD52"
"ENSMUSG00000027398","IL1B"
"ENSMUSG00000046282","ADAM20"
"ENSMUSG00000076309","MIR147B"
"ENSMUSG00000101337","DNAH7"
"ENSMUSG00000119091","SNORD116-5"
"ENSMUSG00000119091","SNORD116-1"
"ENSMUSG00000119091","SNORD116-3"
"ENSMUSG00000026840","LAMC3"
"ENSMUSG00000004127","TRMT10A"
"ENSMUSG00000029594","RBM19"
"ENSMUSG00000029673","AUTS2"
"ENSMUSG00000050650","MRGPRX4"
"ENSMUSG00000061527","KRT5"
"ENSMUSG00000031938","C11orf54"
"ENSMUSG00000076831","TRAV17"
"ENSMUSG00000029014","DNAJC2"
"ENSMUSG00000040003","MAGI2"
"ENSMUSG00000037660","GDF7"
"ENSMUSG00000031511","ARHGEF7"
"ENSMUSG00000034156","TSPOAP1"
"ENSMUSG00000039275","FOXK2"
"ENSMUSG00000021182","CCDC88C"
"ENSMUSG00000096656","TRAV18"
"ENSMUSG00000095170","IGHV2OR16-5"
"ENSMUSG00000095170","IGHV2-5"
"ENSMUSG00000095170","IGHV2-70D"
"ENSMUSG00000095170","IGHV2-70"
"ENSMUSG00000033210","SLC9C1"
"ENSMUSG00000076688","IGHV1-45"
"ENSMUSG00000076688","IGHV1-46"
"ENSMUSG00000076688","IGHV1-58"
"ENSMUSG00000076688","IGHV1-3"
"ENSMUSG00000076688","IGHV1-69"
"ENSMUSG00000076688","IGHV1-69-2"
"ENSMUSG00000076688","IGHV1-69D"
"ENSMUSG00000028298","CGA"
"ENSMUSG00000039717","RALYL"
"ENSMUSG00000040891","FOXA3"
"ENSMUSG00000021028","MBIP"
"ENSMUSG00000037536","FBXO34"
"ENSMUSG00000059981","TAOK2"
"ENSMUSG00000047565","ACOT9"
"ENSMUSG00000020089","PPA1"
"ENSMUSG00000084474","RNU2-50P"
"ENSMUSG00000078348","SF3B5"
"ENSMUSG00000118537","SHLD3"
"ENSMUSG00000095426","TRAV9-1"
"ENSMUSG00000038068","RNF144B"
"ENSMUSG00000027318","ADAM33"
"ENSMUSG00000029032","ARHGEF16"
"ENSMUSG00000053747","SOX14"
"ENSMUSG00000051855","MEST"
"ENSMUSG00000052738","SUCLG1"
"ENSMUSG00000116953","ERMARD"
"ENSMUSG00000038187","BTBD10"
"ENSMUSG00000035864","SYT1"
"ENSMUSG00000027002","NCKAP1"
"ENSMUSG00000019866","CRYBG1"
"ENSMUSG00000049588","CCDC69"
"ENSMUSG00000029094","AFAP1"
"ENSMUSG00000077248","RNU6-92P"
"ENSMUSG00000031591","ASAH1"
"ENSMUSG00000039410","PRDM16"
"ENSMUSG00000091811","INAFM1"
"ENSMUSG00000001082","MFSD10"
"ENSMUSG00000033475","TOMM6"
"ENSMUSG00000040435","PPP1R15A"
"ENSMUSG00000091705","HLA-E"
"ENSMUSG00000023165","SSX4B"
"ENSMUSG00000023165","SSX2"
"ENSMUSG00000044703","PHF11"
"ENSMUSG00000016763","SCUBE1"
"ENSMUSG00000032415","UBE3D"
"ENSMUSG00000047658","GAL3ST3"
"ENSMUSG00000065087","SNORD22"
"ENSMUSG00000038717","ATP5MGL"
"ENSMUSG00000006134","CRKL"
"ENSMUSG00000021743","FEZF2"
"ENSMUSG00000039221","RPL22L1"
"ENSMUSG00000048155","H2BW1"
"ENSMUSG00000048155","H2BW2"
"ENSMUSG00000034761","MAP4K5"
"ENSMUSG00002075285","RN7SKP266"
"ENSMUSG00000045973","SLC25A51"
"ENSMUSG00000036430","TBCC"
"ENSMUSG00000094124","IGHV1-45"
"ENSMUSG00000094124","IGHV1-46"
"ENSMUSG00000094124","IGHV1-58"
"ENSMUSG00000094124","IGHV1-3"
"ENSMUSG00000094124","IGHV1-69"
"ENSMUSG00000094124","IGHV1-69-2"
"ENSMUSG00000094124","IGHV1-69D"
"ENSMUSG00000039068","ZZZ3"
"ENSMUSG00000039187","FANCI"
"ENSMUSG00000051457","SPN"
"ENSMUSG00000018340","ANXA6"
"ENSMUSG00000051246","MSANTD1"
"ENSMUSG00000006143","POLR2J3"
"ENSMUSG00000006143","UPK3BL1"
"ENSMUSG00000006143","UPK3BL2"
"ENSMUSG00000070550","MRGPRX4"
"ENSMUSG00000030738","EIF3CL"
"ENSMUSG00000030738","EIF3C"
"ENSMUSG00000045594","GLB1"
"ENSMUSG00000036737","OXSR1"
"ENSMUSG00000035770","DYNC1LI2"
"ENSMUSG00000028514","USP24"
"ENSMUSG00000025050","PCGF6"
"ENSMUSG00000087651","C12orf75"
"ENSMUSG00000038506","DCUN1D2"
"ENSMUSG00000003680","TAF6L"
"ENSMUSG00000034911","USHBP1"
"ENSMUSG00000094322","IGHV7-4-1"
"ENSMUSG00000094322","IGHV7-81"
"ENSMUSG00000032171","PIN1"
"ENSMUSG00000096902","SYCP3"
"ENSMUSG00000035186","UBD"
"ENSMUSG00000044526","ZNRF4"
"ENSMUSG00000003662","CIAO1"
"ENSMUSG00000050296","ABCA12"
"ENSMUSG00000040726","HESX1"
"ENSMUSG00000041353","FAM156A"
"ENSMUSG00000041353","FAM156B"
"ENSMUSG00000071604","FAM189A2"
"ENSMUSG00000054871","TMEM158"
"ENSMUSG00000033781","ASB13"
"ENSMUSG00000047712","UST"
"ENSMUSG00000025759","MFSD8"
"ENSMUSG00000027556","CA1"
"ENSMUSG00000040473","CFAP69"
"ENSMUSG00000015474","PPT2"
"ENSMUSG00000015474","PPT2-EGFL8"
"ENSMUSG00000019846","LAMA4"
"ENSMUSG00000066515","KLK2"
"ENSMUSG00000066515","KLK1"
"ENSMUSG00000024593","MEGF10"
"ENSMUSG00000030446","ZNF195"
"ENSMUSG00000003545","FOSB"
"ENSMUSG00000024965","FERMT3"
"ENSMUSG00000071311","GPR31"
"ENSMUSG00000005804","BLOC1S6"
"ENSMUSG00000022607","PTK2"
"ENSMUSG00000021613","HAPLN1"
"ENSMUSG00000024580","GRPEL2"
"ENSMUSG00000076823","TRAV22"
"ENSMUSG00000034484","SNX2"
"ENSMUSG00000042272","SESTD1"
"ENSMUSG00000020101","VSIR"
"ENSMUSG00000060450","RNF14"
"ENSMUSG00000005547","CYP2A6"
"ENSMUSG00000005547","CYP2A13"
"ENSMUSG00000032020","UBASH3B"
"ENSMUSG00000030802","BCKDK"
"ENSMUSG00000042625","SAFB2"
"ENSMUSG00000018846","PANK3"
"ENSMUSG00000048920","FKRP"
"ENSMUSG00000021557","AGTPBP1"
"ENSMUSG00000062608","OR5K3"
"ENSMUSG00000037519","PPFIA1"
"ENSMUSG00000019975","IKBIP"
"ENSMUSG00000041841","RPL37"
"ENSMUSG00000024810","IL33"
"ENSMUSG00000007038","NEU1"
"ENSMUSG00000052446","ZNF101"
"ENSMUSG00000021913","OGDHL"
"ENSMUSG00000056492","ADGRF5"
"ENSMUSG00000035666","GTF3C4"
"ENSMUSG00000019732","CALR3"
"ENSMUSG00000061080","LSAMP"
"ENSMUSG00000030909","ANKS4B"
"ENSMUSG00000044317","GPR4"
"ENSMUSG00000079177","FAM228A"
"ENSMUSG00000031295","PHKA2"
"ENSMUSG00000096397","TRAV8-1"
"ENSMUSG00000096397","TRAV8-3"
"ENSMUSG00002074964","RN7SKP125"
"ENSMUSG00000020183","CPM"
"ENSMUSG00000058260","SERPINA9"
"ENSMUSG00000026063","DNAAF6"
"ENSMUSG00000002635","PDCD2L"
"ENSMUSG00000093227","MIR1251"
"ENSMUSG00000064057","SCGB3A1"
"ENSMUSG00000004085","MAP3K20"
"ENSMUSG00000025920","STAU2"
"ENSMUSG00000036054","SUGP2"
"ENSMUSG00000037344","SLC12A9"
"ENSMUSG00000038525","ARMC10"
"ENSMUSG00000026915","STRBP"
"ENSMUSG00000019794","KATNA1"
"ENSMUSG00000028369","SVEP1"
"ENSMUSG00002075800","RNU6-194P"
"ENSMUSG00000032125","ROBO4"
"ENSMUSG00000030609","AEN"
"ENSMUSG00000104629","TRAV22"
"ENSMUSG00000033191","TIE1"
"ENSMUSG00000024883","RIN1"
"ENSMUSG00000073998","OR2AT4"
"ENSMUSG00000020015","CDK17"
"ENSMUSG00000020963","TSHR"
"ENSMUSG00000024795","KIF20B"
"ENSMUSG00000096210","H1-0"
"ENSMUSG00002075705","RNU6-1238P"
"ENSMUSG00000036641","CCDC148"
"ENSMUSG00000044026","SLC35G1"
"ENSMUSG00000058355","ABCE1"
"ENSMUSG00000033703","FCSK"
"ENSMUSG00000087385","FRG2"
"ENSMUSG00000093661","EIF4E3"
"ENSMUSG00000057402","CLDN34"
"ENSMUSG00000024957","KCNK4"
"ENSMUSG00000042804","GPR153"
"ENSMUSG00000093805","GAL3ST2"
"ENSMUSG00000022679","MPV17L"
"ENSMUSG00000026860","SH3GLB2"
"ENSMUSG00000001985","GRIK3"
"ENSMUSG00000036009","METTL25"
"ENSMUSG00002075003","RNU6-1096P"
"ENSMUSG00000052609","PLEKHG3"
"ENSMUSG00000020713","GH2"
"ENSMUSG00000020713","CSH1"
"ENSMUSG00000004113","CACNA1B"
"ENSMUSG00000021680","CRHBP"
"ENSMUSG00000030654","ARL6IP1"
"ENSMUSG00000119680","RNU6-990P"
"ENSMUSG00000025579","GAA"
"ENSMUSG00000034957","CEBPA"
"ENSMUSG00000032392","PARP16"
"ENSMUSG00000095923","IGHV1-45"
"ENSMUSG00000095923","IGHV1-46"
"ENSMUSG00000095923","IGHV1-58"
"ENSMUSG00000095923","IGHV1-3"
"ENSMUSG00000095923","IGHV1-69"
"ENSMUSG00000095923","IGHV1-69-2"
"ENSMUSG00000095923","IGHV1-69D"
"ENSMUSG00000026941","MAMDC4"
"ENSMUSG00000026009","ICOS"
"ENSMUSG00000029233","SRD5A3"
"ENSMUSG00000044453","FFAR1"
"ENSMUSG00000041895","WIPI1"
"ENSMUSG00000065607","MIR331"
"ENSMUSG00000040760","APPL1"
"ENSMUSG00000068547","CLCA4"
"ENSMUSG00000032343","IMPG1"
"ENSMUSG00000057706","MEX3B"
"ENSMUSG00000079049","SERPINB1"
"ENSMUSG00000032259","DRD2"
"ENSMUSG00000025389","MIP"
"ENSMUSG00000041431","CCNB1"
"ENSMUSG00000020954","STRN3"
"ENSMUSG00000030595","NFKBIB"
"ENSMUSG00000050424","PNMA5"
"ENSMUSG00000065907","RNU2-4P"
"ENSMUSG00000077931","MIR877"
"ENSMUSG00000034795","CCDC122"
"ENSMUSG00002075256","RN7SKP105"
"ENSMUSG00000055826","TESC"
"ENSMUSG00000031278","ACSL4"
"ENSMUSG00000025608","PODXL"
"ENSMUSG00000051362","OR52E2"
"ENSMUSG00000040314","CTSG"
"ENSMUSG00000071708","SMS"
"ENSMUSG00000118680","SNORD116-5"
"ENSMUSG00000118680","SNORD116-1"
"ENSMUSG00000118680","SNORD116-3"
"ENSMUSG00000028233","TGS1"
"ENSMUSG00000032066","BCO2"
"ENSMUSG00000027599","ARMC1"
"ENSMUSG00000031993","SNX19"
"ENSMUSG00000023191","P3H3"
"ENSMUSG00000020609","APOB"
"ENSMUSG00000022125","CLN5"
"ENSMUSG00000040601","NLRP4"
"ENSMUSG00000032204","AQP9"
"ENSMUSG00000040865","INO80D"
"ENSMUSG00000076508","IGKV5-2"
"ENSMUSG00000119642","RNU6-1060P"
"ENSMUSG00000119642","RNU6-112P"
"ENSMUSG00000025007","ALDH18A1"
"ENSMUSG00000089394","RNU6-531P"
"ENSMUSG00000022489","PDE1B"
"ENSMUSG00000073402","HLA-E"
"ENSMUSG00000035620","RIC8B"
"ENSMUSG00000073255","SYCP3"
"ENSMUSG00000031160","ERAS"
"ENSMUSG00000056966","GJC3"
"ENSMUSG00000063605","CCDC102A"
"ENSMUSG00002075782","RNU6-1121P"
"ENSMUSG00000006154","EPS8L1"
"ENSMUSG00000119913","SNORD116-5"
"ENSMUSG00000119913","SNORD116-1"
"ENSMUSG00000119913","SNORD116-3"
"ENSMUSG00000005481","DDX39A"
"ENSMUSG00000089865","DNAAF4"
"ENSMUSG00000028476","RECK"
"ENSMUSG00000047638","NR1H4"
"ENSMUSG00000065259","SNORA30"
"ENSMUSG00000036450","HIF1AN"
"ENSMUSG00000041417","PIK3R1"
"ENSMUSG00000070796","CEACAM21"
"ENSMUSG00000031065","CDK16"
"ENSMUSG00000057531","DTNBP1"
"ENSMUSG00000021754","MAP3K1"
"ENSMUSG00000020078","VPS26A"
"ENSMUSG00000026077","NPAS2"
"ENSMUSG00000031613","HPGD"
"ENSMUSG00000020541","TOM1L1"
"ENSMUSG00000030780","RUSF1"
"ENSMUSG00000051437","UBQLNL"
"ENSMUSG00000028647","MYCBP"
"ENSMUSG00000073267","SYCP3"
"ENSMUSG00000039686","ZER1"
"ENSMUSG00000031849","COMP"
"ENSMUSG00000022296","BAALC"
"ENSMUSG00000065392","SNORD26"
"ENSMUSG00000021215","NET1"
"ENSMUSG00000029048","RER1"
"ENSMUSG00000041193","PLA2G5"
"ENSMUSG00000022020","NAA16"
"ENSMUSG00000049608","GPR55"
"ENSMUSG00000053268","DSPP"
"ENSMUSG00000030101","SUMF1"
"ENSMUSG00000094195","PRAMEF18"
"ENSMUSG00000094195","PRAMEF2"
"ENSMUSG00000094195","PRAMEF4"
"ENSMUSG00000094195","PRAMEF13"
"ENSMUSG00000094195","PRAMEF10"
"ENSMUSG00000094195","PRAMEF11"
"ENSMUSG00000094195","PRAMEF1"
"ENSMUSG00000094195","PRAMEF6"
"ENSMUSG00000094195","PRAMEF5"
"ENSMUSG00000094195","PRAMEF33"
"ENSMUSG00000094195","PRAMEF7"
"ENSMUSG00000094195","PRAMEF8"
"ENSMUSG00000041180","HECTD2"
"ENSMUSG00000041375","CCDC9"
"ENSMUSG00000093238","MIR9-3"
"ENSMUSG00000030110","RET"
"ENSMUSG00002074918","RNU6-277P"
"ENSMUSG00000035759","BBS10"
"ENSMUSG00000046785","EPM2AIP1"
"ENSMUSG00000041815","POLDIP3"
"ENSMUSG00000094813","SPIN2A"
"ENSMUSG00000049796","CRH"
"ENSMUSG00000028381","UGCG"
"ENSMUSG00000094649","MPLKIP"
"ENSMUSG00000030793","PYCARD"
"ENSMUSG00000003037","RAB8A"
"ENSMUSG00000030515","TARS3"
"ENSMUSG00000034801","SOS2"
"ENSMUSG00000078202","NRARP"
"ENSMUSG00000003500","IMPDH1"
"ENSMUSG00000119241","RNU6-413P"
"ENSMUSG00000094468","TRAV9-2"
"ENSMUSG00000029723","TSC22D4"
"ENSMUSG00000034254","AGPAT1"
"ENSMUSG00000045071","KIAA1958"
"ENSMUSG00002076022","RN7SKP279"
"ENSMUSG00000040455","USP45"
"ENSMUSG00000049013","PRSS48"
"ENSMUSG00000037606","OSBPL5"
"ENSMUSG00000056185","SNX32"
"ENSMUSG00000070810","SULT2A1"
"ENSMUSG00000105629","TRAV12-1"
"ENSMUSG00000105629","TRAV12-2"
"ENSMUSG00000105629","TRAV12-3"
"ENSMUSG00000030016","ZNF638"
"ENSMUSG00000028854","SLC9A1"
"ENSMUSG00000078572","NDUFAF8"
"ENSMUSG00000071757","ZHX2"
"ENSMUSG00000027073","PRG2"
"ENSMUSG00000065057","RNU12-2P"
"ENSMUSG00000007646","RAD51C"
"ENSMUSG00000019837","GTF3C6"
"ENSMUSG00000100645","SYCP3"
"ENSMUSG00000021823","VCL"
"ENSMUSG00000048185","RNF7"
"ENSMUSG00000042364","SNX18"
"ENSMUSG00000007946","PHOX2A"
"ENSMUSG00000004952","RASA4B"
"ENSMUSG00000119312","RNU6-118P"
"ENSMUSG00000028397","KDM4C"
"ENSMUSG00000039157","FAM102A"
"ENSMUSG00000037022","MMAA"
"ENSMUSG00000047495","DLGAP2"
"ENSMUSG00000026959","GRIN1"
"ENSMUSG00000034007","SCAPER"
"ENSMUSG00000056209","NPM3"
"ENSMUSG00000030730","ATP2A1"
"ENSMUSG00000032763","ILVBL"
"ENSMUSG00000051515","FAM181B"
"ENSMUSG00000028331","TRMO"
"ENSMUSG00000004948","ZP3"
"ENSMUSG00000036172","CD200R1"
"ENSMUSG00000094399","SYCP3"
"ENSMUSG00000040866","RSPH6A"
"ENSMUSG00000090035","POC1B-GALNT4"
"ENSMUSG00000090035","GALNT4"
"ENSMUSG00000089551","RNU6-159P"
"ENSMUSG00000048965","MRGPRE"
"ENSMUSG00000034908","SIDT2"
"ENSMUSG00000050241","KLRC3"
"ENSMUSG00000036766","DNER"
"ENSMUSG00000029201","UGDH"
"ENSMUSG00000077756","SNORD90"
"ENSMUSG00000022215","FITM1"
"ENSMUSG00000060904","ARL1"
"ENSMUSG00000020059","SYCP3"
"ENSMUSG00000007739","CCT4"
"ENSMUSG00000053719","KLK2"
"ENSMUSG00000053719","KLK1"
"ENSMUSG00000118872","RNU6-571P"
"ENSMUSG00000056665","THEM6"
"ENSMUSG00000019891","DCBLD1"
"ENSMUSG00000095141","SYCP3"
"ENSMUSG00000119907","RNU6-611P"
"ENSMUSG00000067594","KRT77"
"ENSMUSG00000026311","ASB1"
"ENSMUSG00000031907","ZFP90"
"ENSMUSG00000026904","SLC4A10"
"ENSMUSG00000022126","ACOD1"
"ENSMUSG00000002210","SMG9"
"ENSMUSG00000003354","CCDC65"
"ENSMUSG00000042417","CCNO"
"ENSMUSG00000032065","TEX12"
"ENSMUSG00000030491","TDRD12"
"ENSMUSG00000041733","COQ5"
"ENSMUSG00000052516","ROBO2"
"ENSMUSG00000042790","RNF214"
"ENSMUSG00000016087","FLI1"
"ENSMUSG00000038560","SP6"
"ENSMUSG00000031424","KIR2DL3"
"ENSMUSG00000031424","KIR2DL1"
"ENSMUSG00000031424","KIR3DL1"
"ENSMUSG00000031424","KIR2DS4"
"ENSMUSG00000031424","KIR3DL2"
"ENSMUSG00000077681","SNORD115-47"
"ENSMUSG00000058672","TUBB2A"
"ENSMUSG00000094196","MAGEA10"
"ENSMUSG00000024759","ATL3"
"ENSMUSG00000016239","LONRF3"
"ENSMUSG00000021520","UQCRB"
"ENSMUSG00000018800","ABCA5"
"ENSMUSG00000013523","BCAS1"
"ENSMUSG00000079247","CWC22"
"ENSMUSG00000022295","ATP6V1C1"
"ENSMUSG00000005417","MPRIP"
"ENSMUSG00000051190","OR7C2"
"ENSMUSG00000032942","UCP3"
"ENSMUSG00000001552","JUP"
"ENSMUSG00000018486","WNT9B"
"ENSMUSG00000022329","STK3"
"ENSMUSG00000096686","SPIN2A"
"ENSMUSG00000076680","IGHV3-72"
"ENSMUSG00000076680","IGHV3-73"
"ENSMUSG00000032384","CSNK1G1"
"ENSMUSG00000028902","SF3A3"
"ENSMUSG00000053862","SLC51B"
"ENSMUSG00000021125","ARG2"
"ENSMUSG00000052707","TNRC6A"
"ENSMUSG00000001525","TUBB"
"ENSMUSG00000034833","TESPA1"
"ENSMUSG00000119334","RNU6-1111P"
"ENSMUSG00000023829","SLC22A1"
"ENSMUSG00000038685","RTEL1"
"ENSMUSG00000021148","IDI2"
"ENSMUSG00000070890","PRAMEF18"
"ENSMUSG00000070890","PRAMEF2"
"ENSMUSG00000070890","PRAMEF4"
"ENSMUSG00000070890","PRAMEF13"
"ENSMUSG00000070890","PRAMEF10"
"ENSMUSG00000070890","PRAMEF11"
"ENSMUSG00000070890","PRAMEF1"
"ENSMUSG00000070890","PRAMEF6"
"ENSMUSG00000070890","PRAMEF5"
"ENSMUSG00000070890","PRAMEF33"
"ENSMUSG00000070890","PRAMEF7"
"ENSMUSG00000070890","PRAMEF8"
"ENSMUSG00000033032","AFAP1L1"
"ENSMUSG00000016831","TOX4"
"ENSMUSG00000098488","JMJD7-PLA2G4B"
"ENSMUSG00000045201","LRRC3B"
"ENSMUSG00000025185","LOXL4"
"ENSMUSG00000025370","CDH9"
"ENSMUSG00000040247","TBC1D10C"
"ENSMUSG00000032278","PAQR5"
"ENSMUSG00000015176","NOLC1"
"ENSMUSG00000023967","MRPS18A"
"ENSMUSG00000038498","CATSPER1"
"ENSMUSG00000094651","GAL3ST2"
"ENSMUSG00000029026","TP73"
"ENSMUSG00002075732","RN7SKP158"
"ENSMUSG00002075732","RN7SKP53"
"ENSMUSG00002075732","RN7SKP235"
"ENSMUSG00000036151","TM6SF2"
"ENSMUSG00000025209","TWNK"
"ENSMUSG00000014867","SURF4"
"ENSMUSG00000075266","CENPW"
"ENSMUSG00000030707","CORO1A"
"ENSMUSG00000025580","EIF4A3"
"ENSMUSG00000093894","IGHV1-45"
"ENSMUSG00000093894","IGHV1-46"
"ENSMUSG00000093894","IGHV1-58"
"ENSMUSG00000093894","IGHV1-3"
"ENSMUSG00000093894","IGHV1-69"
"ENSMUSG00000093894","IGHV1-69-2"
"ENSMUSG00000093894","IGHV1-69D"
"ENSMUSG00000025558","DOCK9"
"ENSMUSG00000019845","TUBE1"
"ENSMUSG00000021679","S100Z"
"ENSMUSG00000066516","KLK2"
"ENSMUSG00000066516","KLK1"
"ENSMUSG00000027555","CA13"
"ENSMUSG00000035429","PTPRH"
"ENSMUSG00000057134","ADO"
"ENSMUSG00000024966","STIP1"
"ENSMUSG00000022658","TAGLN3"
"ENSMUSG00002076203","RN7SKP275"
"ENSMUSG00000027067","SSRP1"
"ENSMUSG00000095736","TRAV12-1"
"ENSMUSG00000095736","TRAV12-2"
"ENSMUSG00000095736","TRAV12-3"
"ENSMUSG00000003546","KLC4"
"ENSMUSG00000019782","RWDD1"
"ENSMUSG00000044244","IL20RB"
"ENSMUSG00000035580","KCNH8"
"ENSMUSG00000071054","SAFB"
"ENSMUSG00000020220","VPS13D"
"ENSMUSG00000043122","C14orf180"
"ENSMUSG00000040752","MYH6"
"ENSMUSG00000023032","SLC4A8"
"ENSMUSG00000029560","SNX8"
"ENSMUSG00000020516","RPS6KB1"
"ENSMUSG00000076470","TRBV10-1"
"ENSMUSG00000076470","TRBV10-2"
"ENSMUSG00000076470","TRBV10-3"
"ENSMUSG00000068536","AOC1"
"ENSMUSG00000037573","TOB1"
"ENSMUSG00000021508","CXCL14"
"ENSMUSG00000032777","GTF3C1"
"ENSMUSG00000106289","TRAV39"
"ENSMUSG00000024186","RGS11"
"ENSMUSG00000043284","TMEM11"
"ENSMUSG00000044548","DACT1"
"ENSMUSG00000093413","SNORA15"
"ENSMUSG00000093413","SNORA15B-2"
"ENSMUSG00000076439","MOG"
"ENSMUSG00000059482","CFAP418"
"ENSMUSG00000027718","IL21"
"ENSMUSG00000031125","SYCP3"
"ENSMUSG00000063632","SOX11"
"ENSMUSG00000095583","IGHV1-45"
"ENSMUSG00000095583","IGHV1-46"
"ENSMUSG00000095583","IGHV1-58"
"ENSMUSG00000095583","IGHV1-3"
"ENSMUSG00000095583","IGHV1-69"
"ENSMUSG00000095583","IGHV1-69-2"
"ENSMUSG00000095583","IGHV1-69D"
"ENSMUSG00000008384","SERTAD1"
"ENSMUSG00000030847","BAG3"
"ENSMUSG00000021930","SPRYD7"
"ENSMUSG00000046623","GJB4"
"ENSMUSG00000021066","ATL1"
"ENSMUSG00000031489","ADRB3"
"ENSMUSG00000058440","NRF1"
"ENSMUSG00000036427","GPI"
"ENSMUSG00000093868","SPIN2A"
"ENSMUSG00000028560","USP1"
"ENSMUSG00000025102","C15orf40"
"ENSMUSG00000019828","GRM1"
"ENSMUSG00000032470","MRAS"
"ENSMUSG00000031520","VEGFC"
"ENSMUSG00000055172","C1R"
"ENSMUSG00000052504","EPHA3"
"ENSMUSG00000038602","SLC35F1"
"ENSMUSG00000072825","CEP170B"
"ENSMUSG00000014164","KLHL3"
"ENSMUSG00000028453","FANCG"
"ENSMUSG00000024844","BANF1"
"ENSMUSG00000064851","RNU12-2P"
"ENSMUSG00000020362","CNOT6"
"ENSMUSG00000028174","RPE65"
"ENSMUSG00002076599","RNU6-931P"
"ENSMUSG00000022160","METTL3"
"ENSMUSG00000031216","STARD8"
"ENSMUSG00000084609","RNY1P15"
"ENSMUSG00000084609","RNY1P10"
"ENSMUSG00000022557","BOP1"
"ENSMUSG00000040771","OARD1"
"ENSMUSG00000043687","C16orf74"
"ENSMUSG00000041625","GGACT"
"ENSMUSG00000064566","RNU6-611P"
"ENSMUSG00000036904","FZD8"
"ENSMUSG00000021907","MSMB"
"ENSMUSG00000003363","PLD3"
"ENSMUSG00000065439","MIR140"
"ENSMUSG00000022849","HSPBAP1"
